Continent,Country,ISO2,Regime_B2C,opt_in_or_out_B2C,Regime_B2B,opt_in_or_out_B2B,DNC_Registry_Name,DNC_Registry_URL,DNC_API_or_Bulk,DNC_Check_Required_for_ER,Quiet_Hours_local,AI_Disclosure_Required,Recording_Basis,Existing_Relationship_Exemption,Known_Exceptions,CallerID_or_Prefix_Rules,Recent_Changes_2024plus,Last_Verified,Source_Last_Updated,Confidence,Primary_Sources,Notes_for_Product
Asia,United Arab Emirates,AE,Telemarketing specifically regulated (Cabinet Resolution No. 56/2024),opt-out via DNCR + explicit confirmation at start,No specific B2B telemarketing regulation found.,depends,DNCR (Do Not Call Registry),"https://uaelegislation.gov.ae/en/legislations/2519, https://www.wam.ae/en/article/13yhgc9-ministry-economy-tdra-announce-new-resolutions, https://www.moet.gov.ae/en/-/ministry-of-economy-and-telecommunications-and-digital-government-regulatory-authority-review-regulatory-legislations-in-organizing-operational-mechanisms-for-telemarketing-companies-in-the-uae-and-enhancing-consumer-protection-in-line-with-best-practices",Unknown,Yes,"09:00–18:00",Depends (not AI-specific; must identify caller and ask to proceed),consent (recommended) ,"DNCR blocks apply irrespective of relationship; caller must ask if the consumer wishes to continue before promoting.",Natural persons may not call from personal numbers; frequency caps apply.,Display company identity; no personal numbers; no spoofing.,New telemarketing regime in force 2024-08-27 (call window, frequency limits, DNCR).,2025-08-18,"https://uaelegislation.gov.ae/en/legislations/2519; https://www.wam.ae/en/article/13yhgc9-ministry-economy-tdra-announce-new-resolutions; https://www.moet.gov.ae/en/-/ministry-of-economy-and-telecommunications-and-digital-government-regulatory-authority-review-regulatory-legislations-in-organizing-operational-mechanisms-for-telemarketing-companies-in-the-uae-and-enhancing-consumer-protection-in-line-with-best-practices",EN/AR,2024-06-28,Low,"Enforce 09:00–18:00; block DNCR; ask continuation before pitch; show CallerID with company name; treat B2B numbers conservatively if they may belong to individuals."
Asia,Saudi Arabia,SA,Unsolicited calls/messages regulated by CST Anti-Spam framework,depends (consent required for automated; opt-out rules for others),No specific B2B telemarketing regulation found.,depends,None (framework-based),,N/A,Depends,Not specified,Depends (no AI-specific rule; identify advertiser),consent (recommended),"No clear ER exemption published; comply with Anti-Spam obligations in all cases.",—,"CLI must be truthful; anti-spoofing enforced.","CST Anti-Spam Regulations updated and consolidated (calls & messages) – ongoing enforcement.",2025-08-18,"https://www.cst.gov.sa/en/rulesandregulations/ictrulesandlicenses/pages/default.aspx; https://www.cst.gov.sa/en/mediacenter/pressreleases/pages/2022011401.aspx",AR,2022-01-14,Low,"Do not use auto-dialed/recorded voice without prior consent; maintain clear opt-out; display valid CallerID."
Asia,Qatar,QA,Unsolicited electronic communications regulated (CRA),opt-in for unsolicited marketing,No specific B2B telemarketing regulation found.,depends,None (no central DNC),,N/A,Depends,Not specified,Depends (no AI-specific rule),consent (recommended),"Existing relationship does not remove duties (identification/consent/opt-out).",—,True CLI; no spoofing.,CRA Anti-Spam/Unsolicited Communications regulation remains in force.,2025-08-18,"https://www.cra.gov.qa/-/media/System/3/4/7/0/347002bd6e1d61644d8a2a9b5832d8c7/Anti-Spam-Regulation-English.pdf; https://www.cra.gov.qa/en/about-us/regulatory-framework",EN/AR,2016-12-01,Low,"Treat all outbound as consent-based unless documented opt-in; provide opt-out; avoid automated voice without opt-in."
Asia,Kuwait,KW,Consumer rights restrict unsolicited electronic messages (SMS/email); calls not specifically regulated,depends,No specific B2B telemarketing regulation found.,depends,None (no DNC),,N/A,Depends,Not specified,Depends,consent (recommended),"No explicit ER exemption; comply with consumer rights.",—,Display truthful CLI.,No telemarketing-specific updates located.,2025-08-18,"https://www.citra.gov.kw/sites/en/Pages/Consumers/YourRights.aspx",AR,2023-01-01,Low,"Avoid robocalls; treat live telemarketing as opt-out with clear stop mechanism; keep recordings off unless consent captured."
Asia,Bahrain,BH,TRA spam rules focus on unsolicited electronic messages; limited specifics on live calls,depends,No specific B2B telemarketing regulation found.,depends,None (no public DNC),,N/A,Depends,Not specified,Depends,consent (recommended),"ER does not waive identification/opt-out duties.",—,True CLI; anti-spoofing enforced via licensees.,No formal DNC; TRA consumer guidance ongoing.,2025-08-18,"https://www.tra.org.bh/en/consumer-affairs; https://www.tra.org.bh/en/regulations",AR/EN,2022-01-01,Low,"Prefer consent; provide opt-out; avoid automated voice without prior consent; display caller identity."
Asia,Oman,OM,Consumer protection & TRA complaint regime; no explicit telemarketing code,depends,No specific B2B telemarketing regulation found.,depends,None (no DNC),,N/A,Depends,Not specified,Depends,consent (recommended),"ER does not remove duties.",—,True CLI; no spoofing.,No specific 2024+ telemarketing updates located.,2025-08-18,"https://www.tra.gov.om/ConsumerComplaiSteps.jsp; https://www.tra.gov.om",AR,2024-01-01,Low,"Use consent where feasible; provide opt-out; avoid robocalls."
Asia,Jordan,JO,TRC guidance on nuisance calls/SMS; no telemarketing-specific law,depends,No specific B2B telemarketing regulation found.,depends,None (no DNC),,N/A,Depends,Not specified,Depends,consent (recommended),"No ER carve-out; follow general consumer norms.",—,Display valid CLI.,No telemarketing-specific updates found.,2025-08-18,"https://trc.gov.jo/Pages/viewpage?pageID=157; https://www.trc.gov.jo",AR,2023-12-31,Low,"Treat as opt-out with immediate stop; avoid automated voice; keep records."
Asia,Lebanon,LB,General consumer/data-protection principles; no specific telemarketing statute,depends,No specific B2B telemarketing regulation found.,depends,None (no DNC),,N/A,Depends,Not specified,Depends,consent (recommended),"ER not codified for telemarketing.",—,Display valid CLI.,No official 2024+ telemarketing updates found.,2025-08-18,"https://www.economy.gov.lb/en/consumer-protection; https://www.justice.gov.lb",AR,2020-01-01,Low,"Apply conservative approach: consent where possible; clear opt-out; avoid robocalls."
Asia,Iraq,IQ,No specific telemarketing/DNC regime found.,depends,No specific B2B telemarketing regulation found.,depends,None (no DNC),,N/A,Depends,Not specified,Depends,consent (recommended),"ER not codified.",—,Display valid CLI.,No official 2024+ telemarketing rules identified.,2025-08-18,"https://cmc.iq; https://www.iraq.gov.iq",AR,2024-01-01,Low,"Apply conservative defaults (no robocalls; provide opt-out; respect CLI)."
Asia,Iran,IR,CRA enforcement against promotional voice/SMS from personal numbers; no public DNC,depends (restrictions on promotional voice calls),No specific B2B telemarketing regulation found.,depends,None (no DNC),,N/A,Depends,Not specified,Depends (not AI-specific),consent (recommended),"ER not codified.",Ban on advertising calls via personal numbers; complaints via 195 portal.,Ongoing 2024–2025 actions to curb advertising calls.,2025-08-18,"https://195.cra.ir; https://donya-e-eqtesad.com/بخش-بازار-دیجیتال-19/4120892",FA,2024-11-09,Low,"Use registered business lines only; avoid automated/promotional voice without explicit consent; provide opt-out."
Asia,Israel,IL,Automated calls covered by Spam Law (Amendment 40); live telemarketing constrained by national DNC,auto calls opt-in; live calls opt-out via DNC,Mixed; no specific B2B telemarketing statute; Spam Law still applies to automated systems.,depends,“Do Not Call Me” Registry (מאגר אל תתקשרו אליי),"https://www.gov.il/he/departments/general/spam_law; https://www.gov.il/he/departments/general/do_not_call_me",No,Yes,Not specified,Depends (required for automated systems; identify advertiser at start),consent (for recording; recommended),ER does not bypass DNC entries.,Certain nonprofit/political calls may be treated differently under law.,Display valid CLI.,National DNC launched/expanded (ongoing).,2025-08-18,"https://www.gov.il/he/departments/general/spam_law; https://www.gov.il/he/departments/general/do_not_call_me",HE,2022-12-12,Low,"Block DNC hits; disallow robocalls without prior express consent; open with clear identification; capture consent if recording."
Asia,Yemen,YE,No specific telemarketing/DNC regime found.,depends,No specific B2B telemarketing regulation found.,depends,None (no DNC),,N/A,Depends,Not specified,Depends,consent (recommended),"ER not codified.",—,Display valid CLI.,No telemarketing-specific updates located.,2025-08-18,"http://www.moit.gov.ye; http://www.ptic.gov.ye",AR,2020-01-01,Low,"Conservative defaults; no robocalls; provide opt-out."
Asia,Türkiye,TR,Commercial electronic messages (incl. calls) require prior consent and IYS registration,opt-in (consumers),B2B to traders/merchants allowed without prior consent but must provide opt-out,opt-out (for “traders/craftsmen”),İYS (İleti Yönetim Sistemi – consent database),"https://ticaret.gov.tr/ic-ticaret/bilgi-sistemleri/ticari-elektronik-ileti-yonetim-sistemi-iys; https://iys.org.tr/iys/yonetmelik",Unknown,Depends (no DNC; consent must be in IYS),Not specified,Depends (no AI-specific rule; identify caller),consent (or legitimate interest for B2B with opt-out),"ER does not override withdrawal/opt-out rights.",—,Display valid CLI.,IYS regime maintained; 2020 amendments in force.,2025-08-18,"https://ticaret.gov.tr/ic-ticaret/bilgi-sistemleri/ticari-elektronik-ileti-yonetim-sistemi-iys; https://iys.org.tr/iys/yonetmelik; https://www.turkiye.gov.tr/ticari-elektronik-ileti-yonetim-sistemi",TR,2023-04-18,Low,"Enforce IYS consent for consumers; allow B2B to traders with immediate opt-out; store proof; avoid robocalls without consent."
Europe,Austria,AT,Telemarketing to consumers requires prior consent (opt-in):{index=0},opt-in,Telemarketing to businesses is also restricted; explicit consent or clear prior indication of interest is required:{index=1},opt-in (presumed consent allowed),ECG Liste (email opt-out list),https://www.rtr.at/TKP/service/ecg-liste/ECG-Liste.de.html,"Yes (web interface/API for bulk email checks):{index=2}",Yes,Not specified,Not specified (automated calls require prior consent under EU law),consent (all-party consent recommended),No general exemption – even existing customers must have consent (no “soft opt-in” for calls):{index=3},None specific (all unsolicited consumer calls need consent; emails have ECG list opt-out):{index=4},Caller ID must not be concealed (per telecom rules; no special prefix mandated).,No major recent changes noted; current rules from TKG 2021 and ECG remain:{index=5},2025-08-18,2021-10-01,Low,§174 Telekommunikationsgesetz 2021 (TKG 2021):{index=6}; RTR ECG-Liste info:{index=7},No DNC list for calls (only email list). Platform should obtain express consent before calling any Austrian consumer or business. Treat all cold calls as opt-in only.
Europe,Belgium,BE,Telemarketing to consumers is allowed only if the person has not objected or registered on the national Do Not Call list:{index=8}:{index=9},opt-out,Telemarketing to businesses is similarly permitted unless the number is on the Do Not Call Me list (covers B2B and B2C):{index=10},opt-out,"Do Not Call Me List (Liste Ne m’appelez plus)",https://www.dncm.be,"Yes (companies must purchase/download the list):{index=11}:{index=12}",Yes,Not specified in law,Not specified,consent (two-party consent recommended),No exemption: even existing customers must not be called if they opted out via DNCM:{index=13},Calls not covered by “marketing” (e.g. purely survey or political) are not subject to the DNCM law.,Caller ID must be visible (anonymous calls are prohibited by Code of Economic Law). No special prefix.,No recent changes. DNCM list in place since 2015:{index=14},2025-08-18,2018-09-01,Low,"DNCM Official Site:{index=15}:{index=16}; Code of Economic Law, Art. XII.13",Platform must integrate DNCM scrubbing for all Belgian numbers (including corporate). Apply consumer quiet hours as best practice.
Europe,Bulgaria,BG,Telemarketing to consumers is prohibited without prior consent:{index=17} (opt-in required),opt-in,Telemarketing to businesses: presumed consent model (allowed unless objected),opt-out (for B2B),Consumer Opt-Out List (Consumer Protection Commission),https://www.kzp.bg/,Unknown,Yes,Not specified,Not specified,consent,No. Even existing customers must have consent for calls (no EBR exemption recognized).,Direct marketing via email/fax requires identification and opt-out; live calls require consent:{index=18}. Market research calls (non-sales) may fall outside “direct marketing”.,Caller identity must not be concealed (per Electronic Communications Act).,No major changes noted. E-Communications Act provisions still applicable:{index=19},2025-08-18,2021-01-01,Low,Art. 261 Electronic Communications Act:{index=20}; CPC guidance (in Bulgarian),Treat all consumer calls as requiring explicit consent. No official DNC to check, but maintain internal opt-out list diligently. Be cautious with any unsolicited calls.
Europe,Croatia,HR,Telemarketing calls to consumers are allowed only if the person has not opted out (either directly or via the national ‘Do Not Call’ registry):{index=21},opt-out,Telemarketing to businesses is generally permitted unless the business number is registered on the opt-out list,opt-out,“Ne zovi” Do-Not-Call Registry,https://www.hakom.hr/hr/e-registar-ne-zovi/224,Unknown (web portal available),Yes,Not specified,Not specified,legitimate_interest (with notice),No explicit exemption; even existing customers should not be called if they have opted out via “Ne zovi”.,Calls for market research or surveys (non-commercial) are not covered by the telemarketing opt-out law.,Caller ID must be visible; no special prefix required.,No major recent changes; Registry operated by HAKOM as per Electronic Communications Act:{index=22},2025-08-18,2021-09-15,Low,HAKOM “Ne zovi” registry info:{index=23}; Electronic Communications Act Art. 107,Must scrub calling lists against Croatia’s ‘Ne zovi’ registry. If unsure whether a number might be residential, apply opt-out rules. Provide opt-out opportunities on calls.
Europe,Czech Republic,CZ,Telemarketing to consumers requires prior consent unless the consumer has explicitly indicated in a public directory that they welcome marketing calls:{index=24},opt-in,Telemarketing to businesses also generally requires consent, except where a business contact is published as open to marketing,opt-in (unless public opt-in noted),None (consent managed via public phone directory preferences),,N/A,Yes,Not specified,Not specified,legitimate_interest (must inform participants),No blanket exemption – even existing customers must have consent unless they’ve indicated openness to marketing in a subscriber list.,If a subscriber listed their number publicly and did not opt out there, calls are allowed to that number:{index=25}. No general DNC list; user preferences are recorded via directories.,Caller must disclose identity; no special prefix. Anonymous calls likely violate consumer protection.,Amendments in 2022 tightened opt-in: default assumption is no marketing unless stated otherwise in directories:{index=26},2025-08-18,2022-01-01,Low,Section 96, Act on Electronic Communications:{index=27}; Czech CTU guidance,Platform should treat Czech numbers as opt-in only. Only call if explicit consent or if contact number was obtained from a source where the person opted into marketing. No DNC list to check, but if number is listed as not for marketing, do not call.
Europe,Denmark,DK,Telemarketing to consumers is permitted only if the consumer has not opted out via the CPR “Robinson list” (opt-out):{index=28}. Certain sectors may require prior consent by law,opt-out,Telemarketing to businesses is allowed (no specific B2B restrictions), though general GDPR rules apply,opt-out,Robinson List,https://cpr.dk,Unknown (list available via CPR authority),Yes,Not specified (industry norm: business hours),Not specified,consent (DPA requires explicit consent for call recording):{index=29},Limited. Consumers on the Robinson list should not be called even if they are past customers. (Certain utility/insurance renewals allowed by sector-specific rules.),Denmark bans unsolicited consumer calls for most products except a few sectors (e.g. insurance, subscriptions) by law. Market research calls are not considered “marketing”.,Caller ID must be displayed; no special prefix.,No recent changes. Marketing Practices Act §10 continues to govern telemarketing:{index=30}. Robinson list maintained by CPR,2025-08-18,2019-04-11,Low,Section 10, Marketing Practices Act:{index=31}; CPR Robinson List info:{index=32},Platform must support checking the Robinson list for DK consumers (likely offline process). Avoid calling private individuals who have not explicitly agreed; B2B calls are lower risk but ensure proper identification and respect individual objections.
Europe,Estonia,EE,Telemarketing to consumers is allowed unless the person has opted out of such calls (opt-out; no national list):{index=33},opt-out,Telemarketing to legal persons is allowed; generic business contacts can be used unless the entity opted out,opt-out,None,,N/A,Depends (must honor any individual opt-out requests),Not specified,Not specified,legitimate_interest (inform recommended),Yes – Previous business relationship can imply consent for follow-up calls regarding related products:{index=34} (still must offer opt-out).,Calls to generic corporate numbers or publicly listed contacts are allowed. Must provide easy opt-out option in any case:{index=35}.,Caller must provide identity; no special number prefix required.,No recent legal changes noted. Electronic Communications Act §103 in force,2025-08-18,2020-01-01,Low,Law of Obligations Act §60:{index=36}; Electronic Communications Act §103:{index=37},Ensure any Estonian contact who says “do not call” is suppressed going forward (internal opt-out list). No centralized list to check, but platform should allow easy honoring of individual objections. B2B calls are generally fine if relevant to business.
Europe,Finland,FI,Telemarketing to consumers is effectively opt-in – direct marketing calls are generally not allowed unless the consumer has given consent, except possibly in contexts closely related to their employment:{index=38},opt-in,Telemarketing to business recipients is allowed if the product/service is relevant to the recipient’s work duties:{index=39} (implied consent in professional context),opt-out for B2B,"Direct Marketing Prohibition List (ASML/Robinson list for consumers)",https://asiointi.ktv.fi (via ASML),Unknown,Yes (for consumer numbers),Not specified,Not specified,legitimate_interest (one-party recording allowed, but must inform under data protection):{index=40},No broad exemption. Even existing customers should not be called for new offers without consent (unless falling under “closely related to job role” in B2B context).,Calls regarding products related to a person’s job may be made without prior consent:{index=41}. Otherwise, consumers largely protected – they can register on ASML’s list to block marketing calls:{index=42}.,Caller ID should be provided; no special prefix. Hidden numbers not allowed for marketing.,No major changes noted. Finland continues strict opt-in stance for consumer telemarketing,2025-08-18,2020-07-01,Low,Electronic Communications Services Act Ch. 24:{index=43}; Data Protection Ombudsman FAQ:{index=44},By default, do not make unsolicited sales calls to Finnish consumers. B2B calls are acceptable only when clearly relevant to the contact’s work. Provide disclosure and honor any opt-outs immediately. Consider using Finland’s opt-out list for scrubbing consumer numbers.
Europe,France,FR,"Telemarketing to consumers is heavily regulated: consumers must not be called if they are on the Bloctel opt-out list, and calls are only allowed within strict hours Mon–Fri:{index=45}. In practice, prior consent is effectively required for unsolicited consumer calls (opt-out by law, but with severe constraints).",opt-out (with strict limitations),"Telemarketing to business numbers is permitted, but the called party must have had an opportunity to object to such calls when their number was collected:{index=46}. Strong identification requirements apply for call centers.",opt-out,Bloctel,https://www.bloctel.gouv.fr,Yes (scrubbing via Bloctel portal; bulk upload available),Yes (even existing customers can be on Bloctel and must not be called):{index=47}:{index=48},"Mon–Fri only, 10:00–13:00 & 14:00–20:00; No calls on weekends or holidays:{index=49}",Yes (automated calls require prior express consent and must clearly identify the calling system as non-human):{index=50}:{index=51},"consent or legitimate_interest (must inform; CNIL recommends explicit consent for call recordings)","Limited. Time-of-day restrictions and Bloctel opt-out apply even in the context of an ongoing contract:{index=52}. Only if the consumer gave explicit prior consent can these limits be bypassed.",Calls for purely survey/opinion purposes (no sales offer) are not considered “prospection commerciale” and aren’t subject to Bloctel or hour restrictions. A consumer who has expressly consented to be called can be contacted outside the fixed hours:{index=53}.,Caller ID cannot be withheld. Use of mobile (06/07) or regular geographic numbers for mass outbound campaigns is prohibited for autodialers; call centers should use specific ranges (e.g. 01 62…, 09 48…) designated by ARCEP:{index=54}:{index=55}.,Decree of 13 Oct 2022 (effective Mar 2023) introduced the strict calling hour limits and 4-calls-per-month frequency cap:{index=56}:{index=57}. ARCEP’s 2023 numbering plan changes enforce use of “verified” number ranges for telemarketing calls.,2025-08-18,2023-03-01,Low,"Art. L.223-1 Consumer Code (Bloctel):{index=58}; Décret 2022-1313 (call hours):{index=59}:{index=60}; ARCEP Plan de Numérotation 2023:{index=61}","Must integrate Bloctel DNC checking for all French consumer numbers (legal requirement). Enforce calling only during allowed hours for any prospecting calls. Ensure caller ID uses compliant numbers (e.g., not a normal mobile). Automated (AI) calls should not be used without explicit consent and clear disclosure that it’s an automated caller."
Europe,Germany,DE,Telemarketing calls to consumers are illegal without explicit prior consent:{index=62}. German law treats unsolicited calls as an aggressive practice unless the consumer has actively agreed (opt-in),opt-in,"Telemarketing to businesses is only allowed if the individual called can be presumed to have an interest and to have implicitly consented (“presumed consent”):{index=63}. Otherwise, explicit consent is required even for B2B.",opt-in (with narrow presumed consent),None,,N/A,N/A (consent required regardless of status),Not specified (generally business hours; cold calls outside 8am–8pm may violate harassment laws),Yes (calls using automated systems or AI voice are considered “automated calls” and require prior consent under UWG and likely must identify as such),consent (all parties must consent to call recording):{index=64},No. An existing customer can only be called for marketing if they gave prior consent (Germany’s ‘soft opt-in’ exception applies only to email/SMS, not calls).,Market research calls (if genuinely not sales-related) may not fall under UWG §7’s marketing call ban. However, any promotional aspect triggers the consent requirement. Germany aggressively enforces telemarketing violations with fines:{index=65}.,Caller ID must not be suppressed. Telemarketers are required to display a valid calling number (TKG §111a). No specific prefix, but use of legitimate, callable numbers is mandatory.,No major legislative changes since 2021. Enforcement remains strict; high-profile fines have been issued for unlawful calls. Draft laws propose even tighter controls on spoofed calls.,2025-08-18,2021-12-01,Low,"§7 UWG (Unfair Competition Act):{index=66}:{index=67}; Bundesnetzagentur guidance (DE)",German contacts should only be called with documented prior consent. Even B2B calling requires either explicit permission or a very strong indication of interest. Absolutely no cold-calling of German consumers. Ensure call recordings are disabled or obtain verbal consent on-call if recording (two-party consent needed).
Europe,Greece,GR,Telemarketing to consumers is allowed except where the consumer has opted out. Consumers can register objections (e.g. via their telecom provider) to avoid marketing calls (opt-out system):{index=68},opt-out,Telemarketing to businesses is generally allowed; no specific B2B telemarketing provisions were found,opt-out,No official national DNC (opt-outs handled via operators),,N/A,Yes (must respect any opt-out flags even for existing customers),Not specified,Not specified,consent (recommended due to strict privacy stance),No explicit exemption. If a consumer has an opt-out in place (e.g., via their phone provider’s no-call list), it applies even to companies they have a relationship with.,Unsolicited calls must stop upon any objection. Automated calling machines are prohibited without prior consent:{index=69}. Non-commercial calls (surveys, political) are generally outside direct marketing rules.,Caller ID must be provided (Greek law prohibits anonymous promotional calls). No specific prefix requirement.,No known recent changes. The Hellenic DPA and telecom regulator enforce existing rules (Law 3471/2006 implements ePrivacy).,2025-08-18,2020-01-01,Low,"Law 3471/2006 Art. 11:{index=70}; Hellenic DPA guidance",Ensure a process to suppress Greek numbers that have opted out via their service provider or any known list. Provide immediate opt-out options on calls. Use human agents for unsolicited calls; do not use automated dialers without explicit consent.
Europe,Hungary,HU,Telemarketing calls to consumers are allowed unless the consumer has explicitly opted out beforehand (no national list; opt-out handled case-by-case):{index=71},opt-out,Telemarketing to businesses faces no specific prohibition, as long as the recipient has not objected,opt-out,None,,N/A,Depends (must honor individual opt-outs),Not specified,Not specified,legitimate_interest (one-party recording lawful; consent advised),Yes – If a person hasn’t opted out, existing customers may be contacted, but any objection must be honored immediately.,No call without consent if the number is on any internal suppression list. No official DNC registry in HU:{index=72}.,Caller ID should be displayed; no known special prefix requirements.,No significant changes recently. Electronic Communications Act and Advertising Act provisions still apply:{index=73},2025-08-18,2017-06-01,Low,"Act C of 2003 (E-Communications) §162(2):{index=74}; Advertising Act §6",Maintain an internal do-not-call list for Hungarian contacts who object. Without an official DNC, ensure the platform records any opt-out requests. While prior consent is not mandated by law, a cautious approach is to treat consumer data under GDPR’s legitimate interest – provide opt-out and do not persist if any doubt.
Europe,Ireland,IE,"Telemarketing to consumers requires prior consent unless a “soft opt-in” applies (existing customer with similar product):{index=75}. Live marketing calls to mobile numbers are generally prohibited without explicit consent:{index=76}. All cold calls must be screened against the National Do-Not-Call list.",opt-in (for most consumers),Telemarketing to corporate entities is permitted without prior consent, but if the number belongs to an individual (sole trader/partnership) it’s treated as consumer. Businesses can opt their numbers out via the corporate opt-out register.,opt-out (for corporates),National Directory Database (NDD) opt-out list,https://www.pxs.com/ndd,"Yes (licensed access via PortingXS):{index=77}:{index=78}",Yes (legal requirement to screen against NDD even for existing relationships):{index=79}:{index=80},Not specified (follow reasonable 9:00–21:00 practice),Not specified (automated calls require prior consent under Irish PECR),legitimate_interest (one-party recording legal, but must inform per GDPR),Limited. Irish law allows a form of “previous business context” for email/SMS, but for calls the caller still must check NDD unless specific consent was obtained.,Calls to corporate subscribers (Ltd, PLC etc.) are not subject to the consumer consent requirement, but such entities can register on NDD to opt out:{index=81}:{index=82}. Market survey calls are exempt from direct marketing rules.,Caller ID must not be withheld (PECR requirement). No special prefix mandated, but number used should permit a return call or identification.,No major changes. Enforcement by ComReg and Data Protection Commission ongoing. (Note: A 2019 proposal consolidated the NDD for opt-outs.),2025-08-18,2018-12-06,Low,"Privacy & Electronic Communications Regulations 2011:{index=83}; ComReg Decision D16/18 (NDD):{index=84}:{index=85}",Before dialing Irish numbers, the system must filter out those on the National Directory Database opt-out list. Configure the platform to treat mobile numbers as needing prior consent. Provide clear identification on calls and ensure an easy opt-out mechanism for any call.
Europe,Italy,IT,Telemarketing to consumers is regulated on an opt-out basis via the Registro Pubblico delle Opposizioni (RPO):{index=86}. Telemarketers may call consumers only if they are not listed in RPO and have not otherwise objected. Specific calling hours must be respected per the industry code,opt-out,Telemarketing to business numbers is also covered by the RPO opt-out scheme (companies can register their lines):{index=87}. Marketing calls to businesses are allowed unless the number is on RPO or the business objected,opt-out,Registro Pubblico delle Opposizioni (RPO),https://registrodelleopposizioni.it,"Yes (Operators upload lists to RPO for bulk scrubbing):{index=88}:{index=89}",Yes (existing relationship does NOT bypass RPO):{index=90}:{index=91},"Mon–Fri 09:00–20:00; Sat (and pre-holiday) 10:00–19:00; No calls on Sundays or public holidays:{index=92}:{index=93}",Depends (no explicit “AI” disclosure law, but fully automated calls require prior consent under Garante privacy code),consent or legitimate_interest (must inform; Italian law allows one-party recording, but Garante expects notice/consent especially for marketing),"No automatic exemption. Being a customer does not exempt a company from checking RPO:{index=94}. (Companies can call recent customers for similar products under soft opt-in for email/SMS, but for calls they must still honor RPO listings.)","Calls for purely survey/research purposes (no sales) are outside telemarketing rules:{index=95}. Also, calls from certain categories (e.g. charity fundraising) may not be considered “commercial”. All telemarketing calls must use an identifiable number (no anonymous calls):{index=96}:{index=97}.",All marketing calls must present a valid caller ID (no anonymous):{index=98}. Italy designated special prefixes '0844' for marketing and '0843' for polling calls:{index=99}, but usage is not mandatory if a regular geographic or mobile number is used that is recallable:{index=100}.,In July 2022, RPO was expanded to cover mobile numbers and businesses. A new Telemarketing Code of Conduct (effective Sept 28, 2024) imposes stricter rules on call times, no-anonymity, and oversight:{index=101}:{index=102}.,2025-08-18,2024-09-28,Low,"D.P.R. 26/2022 (RPO expansion):{index=103}; Garante Telemarketing Code of Conduct 2024:{index=104}:{index=105}; AGCOM Del. 156/18/CONS (0844 prefix):{index=106}","Before any call campaign in Italy, upload and scrub the call list through the RPO (legal requirement). Enforce the permitted calling windows; the platform should automatically restrict call scheduling outside 09:00–20:00 (weekdays) and 10:00–19:00 (Saturdays). Do not allow anonymous caller IDs – configure a valid CLI or even consider obtaining 0844 numbers for transparency. Any fully automated (AI) calls are strongly discouraged unless explicit consent is obtained."
Europe,Latvia,LV,Telemarketing is generally allowed if the call is made to a number that belongs to a legal entity or was made public by the individual; purely private numbers are protected (opt-out by default),opt-out (implied opt-in if number publicly provided),Telemarketing to companies (legal entities) is allowed unless the company/employee has previously opted out. Calls to publicly listed business contacts are generally permissible:{index=107},opt-out,None,,N/A,Depends (no list; must honor individual objections),Not specified,Not specified,legitimate_interest (inform recommended),Yes – If a phone number was provided by the person (e.g. on their website or during a prior transaction) without opting out, calls are allowed under the assumption of implied consent.,Direct marketing rules apply only to natural persons. Calls to a number owned by a company are not considered “consumer” calls:{index=108}. Individuals have the right to object at any time to further calls.,Must present a valid caller ID; no special prefixes in use.,No recent changes noted. The Information Society Services Law (Sec. 9) governs consent for electronic marketing:{index=109},2025-08-18,2011-01-01,Low,Information Society Services Law §9:{index=110}; DPA guidance (LV),Platform should enable filtering out purely private Latvian numbers unless consent is recorded. Business contact numbers (from websites or directories) are safer to call. Always allow immediate opt-out – once someone objects, log it and avoid future calls.
Europe,Lithuania,LT,Telemarketing to consumers is only allowed with prior consent (opt-in):{index=111}. Unsolicited calls to individuals without consent are prohibited,opt-in,Telemarketing to business contacts also requires consent unless an exception for existing relationships applies:{index=112}. Lithuania does not differentiate strongly between consumer and business targets for calls,opt-in,None,,N/A,N/A (consent needed),Not specified,Not specified,consent (recommended; privacy laws are strict),Limited. Even with an existing customer, separate consent is generally needed for telemarketing calls (except as allowed in similar product follow-up emails by law).,“Soft opt-in” exception exists for electronic channels in context of similar products, but telephone calls are treated strictly opt-in by Advertising Law:{index=113}.,Caller identity must be provided. No specific prefix mandated.,No major changes recently. Electronic Communications Law and Advertising Law provisions remain in force:{index=114},2025-08-18,2020-01-01,Low,Electronic Communications Law Art. 81:{index=115}; Advertising Law Art. 13:{index=116},Do not allow outbound calls to Lithuanian individuals or companies without a record of explicit consent. The platform should treat all Lithuanian contacts as opt-in only for sales calls. This is a high-risk jurisdiction for cold calling compliance.
